"Freq [GHz]","dB(S(1,1)) [] - l4='-0.6mm' l5='-1.01mm' l6='-1.3mm' w4='0.21mm' w5='2mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1.01mm' l6='-1.3mm' w4='0.22mm' w5='2mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1.01mm' l6='-1.3mm' w4='0.21mm' w5='2mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1.01mm' l6='-1.3mm' w4='0.22mm' w5='2mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1.01mm' l6='-1.3mm' w4='0.21mm' w5='2.01mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1.01mm' l6='-1.3mm' w4='0.22mm' w5='2.01mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1.01mm' l6='-1.3mm' w4='0.21mm' w5='2.01mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1.01mm' l6='-1.3mm' w4='0.22mm' w5='2.01mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1mm' l6='-1.3mm' w4='0.21mm' w5='2mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1mm' l6='-1.3mm' w4='0.22mm' w5='2mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1mm' l6='-1.3mm' w4='0.21mm' w5='2mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1mm' l6='-1.3mm' w4='0.22mm' w5='2mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1mm' l6='-1.3mm' w4='0.21mm' w5='2.01mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1mm' l6='-1.3mm' w4='0.22mm' w5='2.01mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1mm' l6='-1.3mm' w4='0.21mm' w5='2.01mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1mm' l6='-1.3mm' w4='0.22mm' w5='2.01mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1.01mm' l6='-1.3mm' w4='0.21mm' w5='2mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1.01mm' l6='-1.3mm' w4='0.22mm' w5='2mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1.01mm' l6='-1.3mm' w4='0.21mm' w5='2mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1.01mm' l6='-1.3mm' w4='0.22mm' w5='2mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1.01mm' l6='-1.3mm' w4='0.21mm' w5='2.01mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1.01mm' l6='-1.3mm' w4='0.22mm' w5='2.01mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1.01mm' l6='-1.3mm' w4='0.21mm' w5='2.01mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1.01mm' l6='-1.3mm' w4='0.22mm' w5='2.01mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1mm' l6='-1.3mm' w4='0.21mm' w5='2mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1mm' l6='-1.3mm' w4='0.22mm' w5='2mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1mm' l6='-1.3mm' w4='0.21mm' w5='2mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1mm' l6='-1.3mm' w4='0.22mm' w5='2mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1mm' l6='-1.3mm' w4='0.21mm' w5='2.01mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1mm' l6='-1.3mm' w4='0.22mm' w5='2.01mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1mm' l6='-1.3mm' w4='0.21mm' w5='2.01mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1mm' l6='-1.3mm' w4='0.22mm' w5='2.01mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1.01mm' l6='-1.29mm' w4='0.21mm' w5='2mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1.01mm' l6='-1.29mm' w4='0.22mm' w5='2mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1.01mm' l6='-1.29mm' w4='0.21mm' w5='2mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1.01mm' l6='-1.29mm' w4='0.22mm' w5='2mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1.01mm' l6='-1.29mm' w4='0.21mm' w5='2.01mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1.01mm' l6='-1.29mm' w4='0.22mm' w5='2.01mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1.01mm' l6='-1.29mm' w4='0.21mm' w5='2.01mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1.01mm' l6='-1.29mm' w4='0.22mm' w5='2.01mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1mm' l6='-1.29mm' w4='0.21mm' w5='2mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1mm' l6='-1.29mm' w4='0.22mm' w5='2mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1mm' l6='-1.29mm' w4='0.21mm' w5='2mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1mm' l6='-1.29mm' w4='0.22mm' w5='2mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1mm' l6='-1.29mm' w4='0.21mm' w5='2.01mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1mm' l6='-1.29mm' w4='0.22mm' w5='2.01mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1mm' l6='-1.29mm' w4='0.21mm' w5='2.01mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1mm' l6='-1.29mm' w4='0.22mm' w5='2.01mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1.01mm' l6='-1.29mm' w4='0.21mm' w5='2mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1.01mm' l6='-1.29mm' w4='0.22mm' w5='2mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1.01mm' l6='-1.29mm' w4='0.21mm' w5='2mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1.01mm' l6='-1.29mm' w4='0.22mm' w5='2mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1.01mm' l6='-1.29mm' w4='0.21mm' w5='2.01mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1.01mm' l6='-1.29mm' w4='0.22mm' w5='2.01mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1.01mm' l6='-1.29mm' w4='0.21mm' w5='2.01mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1.01mm' l6='-1.29mm' w4='0.22mm' w5='2.01mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1mm' l6='-1.29mm' w4='0.21mm' w5='2mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1mm' l6='-1.29mm' w4='0.22mm' w5='2mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1mm' l6='-1.29mm' w4='0.21mm' w5='2mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1mm' l6='-1.29mm' w4='0.22mm' w5='2mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1mm' l6='-1.29mm' w4='0.21mm' w5='2.01mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1mm' l6='-1.29mm' w4='0.22mm' w5='2.01mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1mm' l6='-1.29mm' w4='0.21mm' w5='2.01mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1mm' l6='-1.29mm' w4='0.22mm' w5='2.01mm' w6='0.84mm'"
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
